"Автовская ул., д.21",332\165,263\133,-21\-19
"Автовская ул., д.22",227\119,216\113,-5\-5
"Автовская ул., д.25",110\97,137\118,25\22
"Автовская ул., д.26/37",396\196,"324,44\241",-18\23
"Автовская ул., д.28/30",129\95,147\112,14\18
"Автовская ул., д.29",548\249,569\267,4\7
"Автовская ул., д.30",103\72,73\62,-29\-14
"Автовская ул., д.32",73\61,83\75,14\23
"Автовская ул., д.34",59\43,59\47,0\9
"Автовская ул., д.38",38\21,35\24,-8\14
"Автовская ул., д.40",131\141,115\140,-12\-1
"Автовская ул., д.46",55\29,76\39,38\34
"Автовская ул., д.52",69\135,111\163,61\21
"Балтийская ул., д.2/14",452\316,448\312,-1\-1
"Балтийская ул., д.12","112,34\109","108,14\103",-4\-6
"Балтийская ул., д.14",979\0,979\0,0\-
"Балтийская ул., д.17","268,69\0","269,57\0",0\-
"Балтийская ул., д.17, к.2","5341,9\0","5190,13\0",-3\-
"Балтийская ул., д.18",90\56,85\52,-6\-7
"Балтийская ул., д.19",61\50,57\42,-7\-16
"Балтийская ул., д.20","91,17\61,34","87,8\56,84",-4\-7
"Балтийская ул., д.21",304\40,53\35,-83\-13
"Балтийская ул., д.22","70,83\47,66","68,2\44,16",-4\-7
"Балтийская ул., д.23",26\13,22\9,-15\-31
"Балтийская ул., д.24","4,22\52","2,66\48",-37\-8
"Балтийская ул., д.25",269\0,269\0,0\-
"Балтийская ул., д.27","376,82\0","376,83\0",0\-
"Балтийская ул., д.32","17,07\32","12,07\28",-29\-13
"Балтийская ул., д.34",23\0,19\0,-17\-
"Балтийская ул., д.36/9","23,5\83",160\78,581\-6
"Балтийская ул., д.38",89\111,84\107,-6\-4
"Баррикадная ул., д.3",300\20,300\20,0\0
"Баррикадная ул., д.4",214\0,214\0,0\-
"Баррикадная ул., д.34",61\35,75\41,23\17
"Белоусова ул., д.3",116\66,88\33,-24\-50
"Белоусова ул., д.5",29\49,39\68,34\39
"Белоусова ул., д.6/42","173,6\145",180\154,4\6
"Белоусова ул., д.10","236,17\0","230,98\0",-2\-
"Белоусова ул., д.14/41",235\0,235\0,0\-
"Белоусова ул., д.16","94,78\64","263,78\81",178\27
"Белоусова ул., д.18",87\45,104\52,20\16
"Белоусова ул., д.18, к.1",62\58,88\100,42\72
