"Автовская ул., д.21",253\132,288\150,14\14
"Автовская ул., д.22",193\130,289\169,50\30
"Автовская ул., д.25",74\85,204\167,176\96
"Автовская ул., д.26/37","256,33\212","360,39\261",41\23
"Автовская ул., д.28/30",276\128,301\171,9\34
"Автовская ул., д.29",631\130,763\173,21\33
"Автовская ул., д.30",46\64,79\97,72\52
"Автовская ул., д.32",70\75,110\104,57\39
"Автовская ул., д.34",383\213,208\127,-46\-40
"Автовская ул., д.38",34\21,120\84,253\300
"Автовская ул., д.40",121\153,212\211,75\38
"Автовская ул., д.46",66\36,90\47,36\31
"Автовская ул., д.52",84\131,154\184,83\40
"Балтийская ул., д.2/14",38\303,38\302,0\0
"Балтийская ул., д.12","235\76,34","334\125,34",42\64
"Балтийская ул., д.14",428\225,416\220,-3\-2
"Балтийская ул., д.17","141,55\95",89\73,-37\-23
"Балтийская ул., д.17, к.2","3341,4\1804,4","1666\953,04",-50\-47
"Балтийская ул., д.18",33\35,19\101,-42\189
"Балтийская ул., д.19",54\67,77\5,43\-93
"Балтийская ул., д.20","61,9\61,9","65,28\38,27",5\-38
"Балтийская ул., д.21",7\11,25\15,257\36
"Балтийская ул., д.22","48,1\48,1","50,72\29,73",5\-38
"Балтийская ул., д.23",19\10,0\20,-100\100
"Балтийская ул., д.24",63\65,"30,22\67",-52\3
"Балтийская ул., д.25",11\64,87\44,691\-31
"Балтийская ул., д.27",38\21,15\10,-61\-52
"Балтийская ул., д.32",31\39,"65,07\62",110\59
"Балтийская ул., д.34",32\0,"40,01\0",25\-
"Балтийская ул., д.36/9",140\73,"54,5\108",-61\48
"Балтийская ул., д.38",121\40,72\103,-40\158
"Баррикадная ул., д.3",215\0,210\0,-2\-
"Баррикадная ул., д.4",40\25,40\24,0\-4
"Баррикадная ул., д.34",75\45,60\29,-20\-36
"Белоусова ул., д.3",12\63,18\44,50\-30
"Белоусова ул., д.5",51\43,92\66,80\53
"Белоусова ул., д.6/42",249\75,"251\44,6",1\-41
"Белоусова ул., д.10",7\40,60\40,757\0
"Белоусова ул., д.14/41",32\19,31\20,-3\5
"Белоусова ул., д.16",114\111,"113,78\100",0\-10
"Белоусова ул., д.18",60\34,64\36,7\6
"Белоусова ул., д.18, к.1",45\29,58\39,29\34
"Белоусова ул., д.20",53\49,61\46,15\-6
"Белоусова ул., д.22",1287\584,1490\599,16\3
"Белоусова ул., д.24/32",9\47,22\21,144\-55
"Васи Алексеева ул., д.7",0\42,76\36,-\-14
"Васи Алексеева ул., д.9",65\62,"12,36\72",-81\16
"Васи Алексеева ул., д.10","187,57\112","182,34\111",-3\-1
"Васи Алексеева ул., д.11",120\138,175\172,46\25
"Васи Алексеева ул., д.17",132\135,211\181,60\34
"Васи Алексеева ул., д.20/24",134\127,227\214,69\69
"Васи Алексеева ул., д.21",260\217,342\243,32\12
"Васи Алексеева ул., д.22","374,62\446","528,62\468",41\5
"Васи Алексеева ул., д.24",307\234,414\266,35\14
"Васи Алексеева ул., д.25",175\203,243\274,39\35
"Васи Алексеева ул., д.26",82\102,177\157,116\54
"Васи Алексеева ул., д.28",405\252,335\212,-17\-16
"Васи Алексеева ул., д.30","223,51\236","423,89\358",90\52
"Возрождения ул., д.7/25","396,64\304","597,84\399",51\31
"Возрождения ул., д.9",65\44,164\48,152\9
"Возрождения ул., д.15","167,51\131",269\171,61\31
"Возрождения ул., д.19/38","241,5\356","458,39\470",90\32
"Возрождения ул., д.23",204\154,424\270,108\75
"Возрождения ул., д.25",270\223,281\190,4\-15
"Возрождения ул., д.27",234\156,280\176,20\13
"Гладкова ул., д.1",41\56,"82\34,49",100\-38
"Гладкова ул., д.1а",78\32,64\31,-18\-3
"Гладкова ул., д.7/10",47\65,"22,32\50",-53\-23
"Гладкова ул., д.11",177\0,117\0,-34\-
"Гладкова ул., д.13",26\13,24\14,-8\8
"Гладкова ул., д.17",210\155,200\100,-5\-35
"Гладкова ул., д.19",38\19,56\31,47\63
"Гладкова ул., д.21",23\0,212\0,822\-
"Гладкова ул., д.23",139\186,258\228,86\23
"Гладкова ул., д.24/7",59\32,51\31,-14\-3
"Гладкова ул., д.25",331\353,433\370,31\5
"Гладкова ул., д.26",101\97,125\74,24\-24
"Гладкова ул., д.29",55\0,149\137,171\-
"Гладкова ул., д.31/7",27\29,49\26,81\-10
"Гладкова ул., д.33",185\0,112\84,-39\-
"Гладкова ул., д.35",40\19,192\0,380\-100
"Гладкова ул., д.39",0\30,0\32,-\7
"Гладкова ул., д.41",10\4,18\6,80\50
"Гладкова ул., д.43",54\28,52\26,-4\-7
"Губина ул., д.1/32",218\109,"103,71\75",-52\-31
"Губина ул., д.4",63\39,"75,83\48",20\23
"Губина ул., д.5",,120\0,-\-
"Губина ул., д.6",59\40,60\40,2\0
"Губина ул., д.8",40\20,40\20,0\0
"Губина ул., д.9, к.1",25\14,17\8,-32\-43
"Губина ул., д.9, к.2",50\25,48\26,-4\4
"Губина ул., д.12",57\43,58\37,2\-14
"Губина ул., д.13, к.1",141\100,"60,91\58",-57\-42
"Губина ул., д.13, к.2",2\1,2\1,0\0
"Губина ул., д.14",72\43,53\24,-26\-44
"Губина ул., д.15",45\41,"38,62\35",-14\-15
"Губина ул., д.18",50\25,41\34,-18\36
"Губина ул., д.19/16",52\28,56\36,8\29
"Губина ул., д.20",132\67,149\64,13\-4
"Губина ул., д.21",48\50,66\48,38\-4
"Губина ул., д.22/21",57\31,84\46,47\48
