"Автовская ул., д.21",260\133,311\166,20\25
"Автовская ул., д.22","143,05\119","143,05\119",0\0
"Автовская ул., д.25",119\102,132\108,11\6
"Автовская ул., д.26/37","314,43\155","358,02\172",14\11
"Автовская ул., д.28/30",101\88,137\105,36\19
"Автовская ул., д.29",523\228,578\263,11\15
"Автовская ул., д.30",100\70,78\59,-22\-16
"Автовская ул., д.32","50,93\50","48,42\50",-5\0
"Автовская ул., д.34",63\59,64\59,2\0
"Автовская ул., д.38",38\26,41\29,8\12
"Автовская ул., д.40",156\185,151\190,-3\3
"Автовская ул., д.46",84\43,83\43,-1\0
"Автовская ул., д.52",105\158,75\119,-29\-25
"Балтийская ул., д.2/14","462,4\272","467,5\265",1\-3
"Балтийская ул., д.12","199,82\162","180,42\162",-10\0
"Балтийская ул., д.14","261,44\0","261,44\0",0\-
"Балтийская ул., д.17","36,45\16","7,29\4",-80\-75
"Балтийская ул., д.17, к.2","409,7\38","342,55\25",-16\-34
"Балтийская ул., д.18",26\19,8\4,-69\-79
"Балтийская ул., д.19а","34,5\23,7","34,98\23,72",1\0
"Балтийская ул., д.19б","17,8\12,3","18,12\12,18",2\-1
"Балтийская ул., д.20","23,8\24,2","14,93\20,26",-37\-16
"Балтийская ул., д.21, к.2",71\31,13\11,-82\-65
"Балтийская ул., д.22","18,53\18,8","11,59\15,74",-37\-16
"Балтийская ул., д.23",31\16,19\9,-39\-44
"Балтийская ул., д.24",0\2,"116,8\87",-\4250
"Балтийская ул., д.25","72,254\0","72,25\0",0\-
"Балтийская ул., д.27","57,076\0","57,08\0",0\-
"Балтийская ул., д.32а","49,4\36,2","41\31,16",-17\-14
"Балтийская ул., д.32д","18,76\13,8","15,64\11,84",-17\-14
"Балтийская ул., д.34","375,99\0","283,86\0",-25\-
"Балтийская ул., д.36/9","190,44\103","169,28\94",-11\-9
"Балтийская ул., д.38",97\127,78\86,-20\-32
"Баррикадная ул., д.3",107\73,188\117,76\60
"Баррикадная ул., д.4","90,516\0","90,52\0",0\-
"Баррикадная ул., д.34",68\42,63\38,-7\-10
"Белоусова ул., д.3",25\16,32\19,28\19
"Белоусова ул., д.5",32\49,27\41,-16\-16
"Белоусова ул., д.6/42","283,92\161","293,93\167",4\4
"Белоусова ул., д.10","75,392\0","75,39\0",0\-
"Белоусова ул., д.14/41",19\9,23\12,21\33
"Белоусова ул., д.16","63,91\35","90,47\38",42\9
"Белоусова ул., д.18",92\46,150\76,63\65
"Белоусова ул., д.18, к.1",99\112,98\87,-1\-22
"Белоусова ул., д.20",45\42,42\32,-7\-24
"Белоусова ул., д.22",101\38,16\8,-84\-79
"Белоусова ул., д.24/32","11,83\39","8,19\21",-31\-46
"Васи Алексеева ул., д.7","57,82\59","41,16\54",-29\-8
"Васи Алексеева ул., д.9","5,58\59","9,3\44",67\-25
"Васи Алексеева ул., д.10","779,21\335","707,07\324",-9\-3
"Васи Алексеева ул., д.11",75\64,100\56,33\-13
"Васи Алексеева ул., д.17",131\128,167\103,27\-20
"Васи Алексеева ул., д.20/24","177,8\138","110,95\76",-38\-45
"Васи Алексеева ул., д.21",156\155,"100,5\105",-36\-32
"Васи Алексеева ул., д.22","284,16\337","288,96\259",2\-23
"Васи Алексеева ул., д.24",221\181,227\171,3\-6
"Васи Алексеева ул., д.25",143\166,125\122,-13\-27
"Васи Алексеева ул., д.26","359,45\313","259,91\262",-28\-16
"Васи Алексеева ул., д.28",157\121,189\129,20\7
"Васи Алексеева ул., д.30","316,35\237","321,1\247",2\4
"Возрождения ул., д.7/25","750,2\0","697,68\0",-7\-
"Возрождения ул., д.9",39\46,39\34,0\-26
"Возрождения ул., д.15","132,66\145","189,09\154",43\6
"Возрождения ул., д.19/38","443,61\355","372,93\288",-16\-19
"Возрождения ул., д.23",102\52,122\62,20\19
"Возрождения ул., д.25",191\179,227\180,19\1
"Возрождения ул., д.27",240\152,306\168,28\11
"Гладкова ул., д.1","22,91\85","37,92\63",66\-26
"Гладкова ул., д.1а",90\29,90\35,0\21
"Гладкова ул., д.7/10","11,52\24","23,52\128",104\433
"Гладкова ул., д.11",24\12,11\6,-54\-50
"Гладкова ул., д.13",35\20,35\26,0\30
"Гладкова ул., д.17",229\71,176\59,-23\-17
"Гладкова ул., д.19",57\35,57\35,0\0
"Гладкова ул., д.21","93,708\0","93,71\0",0\-
"Гладкова ул., д.23",83\89,82\102,-1\15
"Гладкова ул., д.24/7",70\36,134\77,91\114
"Гладкова ул., д.25",534\196,128\262,-76\34
"Гладкова ул., д.26",33\16,57\30,73\88
"Гладкова ул., д.29",79\121,77\115,-3\-5
"Гладкова ул., д.31/7",32\19,32\14,0\-26
"Гладкова ул., д.33",80\44,147\90,84\105
"Гладкова ул., д.35","55,708\0","55,71\0",0\-
"Гладкова ул., д.39",7\4,125\18,1686\350
"Гладкова ул., д.41",10\5,1\0,-90\-100
"Гладкова ул., д.43","4,62\4","34,32\25",643\525
"Губина ул., д.1/32","175,63\45","257,53\169",47\276
"Губина ул., д.4","67,89\42","78,12\44",15\5
"Губина ул., д.5","118,864\0","118,86\0",0\-
"Губина ул., д.6",10\5,11\13,10\160
"Губина ул., д.8",97\30,139\43,43\43
"Губина ул., д.9, к.1","29,6\19","36,8\23",24\21
"Губина ул., д.9, к.2",40\20,40\20,0\0
"Губина ул., д.12",88\45,79\40,-10\-11
"Губина ул., д.13, к.1","46,48\28","46,48\28",0\0
"Губина ул., д.13, к.2",18\18,21\13,17\-28
"Губина ул., д.14",61\52,64\53,5\2
"Губина ул., д.15",34\18,34\18,0\0
