"Автовская ул., д.21",351\180,340\174,-3\-3
"Автовская ул., д.22","154,446\130","192,424\163",25\25
"Автовская ул., д.25",303\188,282\185,-7\-2
"Автовская ул., д.26/37","417,379\213","403,466\208",-3\-2
"Автовская ул., д.28/30",150\103,165\104,10\1
"Автовская ул., д.29",554\324,625\280,13\-14
"Автовская ул., д.30",87\76,120\88,38\16
"Автовская ул., д.32","71,797\55","102,687\73",43\33
"Автовская ул., д.34",94\59,92\55,-2\-7
"Автовская ул., д.38",49\30,48\29,-2\-3
"Автовская ул., д.40",221\187,265\190,20\2
"Автовская ул., д.46",100\51,128\68,28\33
"Автовская ул., д.52",164\156,210\166,28\6
"Балтийская ул., д.2/14","526,15\310","676,6\325",29\5
"Балтийская ул., д.12","230,86\146","318,16\219",38\50
"Балтийская ул., д.14",313\0,262\0,-16\-
"Балтийская ул., д.17","70,761\0","70,47\0",0\-
"Балтийская ул., д.17, к.2",1360\0,409\172,-70\-
"Балтийская ул., д.18",100\65,117\74,17\14
"Балтийская ул., д.19","62,3\53","65,86\54",6\2
"Балтийская ул., д.20","43,91\54,59","41,62\46,71",-5\-14
"Балтийская ул., д.21",42\36,42\28,0\-22
"Балтийская ул., д.22","34,12\42,41","32,33\36,29",-5\-14
"Балтийская ул., д.23",27\13,50\25,85\92
"Балтийская ул., д.24","40,15\55","64,97\71",62\29
"Балтийская ул., д.25","72,25\0",72\0,0\-
"Балтийская ул., д.27","52,621\0","52,36\0",0\-
"Балтийская ул., д.32","81,6\61","171,84\105",111\72
"Балтийская ул., д.34","85,49\0","64,74\0",-24\-
"Балтийская ул., д.36/9","214,36\120","161,92\88",-24\-27
"Балтийская ул., д.38",245\194,181\121,-26\-38
"Баррикадная ул., д.3",380\50,300\20,-21\-60
"Баррикадная ул., д.4","108,4\0","108,4\0",0\-
"Баррикадная ул., д.34",94\43,106\44,13\2
"Белоусова ул., д.3",65\36,45\22,-31\-39
"Белоусова ул., д.5",58\47,43\28,-26\-40
"Белоусова ул., д.6/42","539,63\324","377,65\211",-30\-35
"Белоусова ул., д.10","67,702\0","67,702\0",0\-
"Белоусова ул., д.14/41","55,24\0","55,24\0",0\-
"Белоусова ул., д.16",182\86,"84,06\57",-54\-34
"Белоусова ул., д.18",167\92,102\42,-39\-54
"Белоусова ул., д.18, к.1",190\172,131\103,-31\-40
"Белоусова ул., д.20",85\67,109\65,28\-3
"Белоусова ул., д.22",1762\608,1801\728,2\20
"Белоусова ул., д.24/32","17,29\1","81,9\80",374\7900
"Васи Алексеева ул., д.7","125,44\71","71,54\45",-43\-37
"Васи Алексеева ул., д.9","26,97\22","22,32\18",-17\-18
"Васи Алексеева ул., д.10","535,99\238","703,43\297",31\25
"Васи Алексеева ул., д.11",152\103,170\109,12\6
"Васи Алексеева ул., д.17",209\178,250\175,20\-2
"Васи Алексеева ул., д.20/24","128,35\85","156,6\105",22\24
"Васи Алексеева ул., д.21","166,5\147","191,25\159",15\8
"Васи Алексеева ул., д.22","394,56\355","495,36\380",26\7
"Васи Алексеева ул., д.24",291\209,384\246,32\18
"Васи Алексеева ул., д.25",202\176,262\192,30\9
"Васи Алексеева ул., д.26","288,35\255","338,12\265",17\4
"Васи Алексеева ул., д.28",190\130,246\144,29\11
"Васи Алексеева ул., д.30","368,6\257","570,95\351",55\37
"Возрождения ул., д.7/25","835,419\0","835,42\0",0\-
"Возрождения ул., д.9","46,8\40","51,48\37",10\-8
"Возрождения ул., д.15","174,24\140","224,73\155",29\11
"Возрождения ул., д.19/38","539,4\360","637,98\416",18\16
"Возрождения ул., д.23",200\130,240\140,20\8
"Возрождения ул., д.25",237\176,348\223,47\27
"Возрождения ул., д.27",230\134,340\197,48\47
"Гладкова ул., д.1","125,61\126","138,25\124",10\-2
"Гладкова ул., д.1а",95\44,110\54,16\23
"Гладкова ул., д.7/10","25,92\53","20,4\43",-21\-19
"Гладкова ул., д.11",50\13,64\38,28\192
"Гладкова ул., д.13",28\20,38\26,36\30
"Гладкова ул., д.17",345\260,230\108,-33\-58
"Гладкова ул., д.19",85\71,88\58,4\-18
"Гладкова ул., д.21","112,2\0","112,2\0",0\-
"Гладкова ул., д.23",172\140,270\178,57\27
"Гладкова ул., д.24/7",109\61,147\77,35\26
"Гладкова ул., д.25",399\297,482\306,21\3
"Гладкова ул., д.26",217\116,149\75,-31\-35
"Гладкова ул., д.29",105\110,136\110,30\0
"Гладкова ул., д.31/7",106\0,49\0,-54\-
"Гладкова ул., д.33",162\87,117\61,-28\-30
"Гладкова ул., д.35","66,7\0","66,7\0",0\-
"Гладкова ул., д.39",54\28,12\5,-78\-82
"Гладкова ул., д.41",1\1,2\0,100\-100
"Гладкова ул., д.43","18,48\14","31,02\25",68\79
"Губина ул., д.1/32","262,08\102","318,5\126",22\24
"Губина ул., д.4","104,16\81","146,94\103",41\27
"Губина ул., д.5","429,44\0","555,28\0",29\-
"Губина ул., д.6",107\59,96\51,-10\-14
"Губина ул., д.8",294\77,209\52,-29\-32
"Губина ул., д.9, к.1","27,2\16",76\19,179\19
"Губина ул., д.9, к.2",34\17,34\17,0\0
"Губина ул., д.12",168\86,104\53,-38\-38
"Губина ул., д.13, к.1","130,2\81","68,04\41",-48\-49
"Губина ул., д.13, к.2",55\35,53\30,-4\-14
"Губина ул., д.14",51\38,44\32,-14\-16
"Губина ул., д.15",132\65,84\42,-36\-35
"Губина ул., д.18",34\18,22\11,-35\-39
"Губина ул., д.19/16",83\86,112\81,35\-6
"Губина ул., д.20",159\83,96\53,-40\-36
"Губина ул., д.21",106\57,110\58,4\2
"Губина ул., д.22/21",115\59,43\31,-63\-47
"Губина ул., д.23/19",159\81,121\60,-24\-26
"Двинская ул., д.4",453\299,452\285,0\-5
"Двинская ул., д.4, к.1",210\168,272\180,30\7
"Двинская ул., д.4, к.2",404\295,491\303,22\3
"Двинская ул., д.4, к.3",315\256,349\245,11\-4
"Двинская ул., д.4, к.4",247\218,273\202,11\-7
"Двинская ул., д.8","132,84\126","147,42\117",11\-7
"Двинская ул., д.9","220,41\114","209,25\111",-5\-3
"Двинская ул., д.10","1116,88\86","1151,08\91",3\6
"Двинская ул., д.11","515,24\0","445,28\0",-14\-
"Двинская ул., д.14","210,7\139","208,98\128",-1\-8
"Двинская ул., д.14, к.4",1297\403,1202\350,-7\-13
"Двинская ул., д.16, к.1","3628,94\1373","3556,42\1345",-2\-2
"Двинская ул., д.17",502\281,506\270,1\-4
"Зайцева ул., д.3","221,72\0","337,64\0",52\-
"Зайцева ул., д.17/23","1022,72\556","1106,38\572",8\3
"Зайцева ул., д.18/16","60,48\107","71,04\135",17\26
"Зайцева ул., д.19/18",196\143,271\176,38\23
"Зайцева ул., д.20",396\241,372\219,-6\-9
"Зайцева ул., д.21",46\22,25\12,-46\-45
"Зайцева ул., д.22/13","702,18\396","808,4\399",15\1
"Зайцева ул., д.25",129\94,153\101,19\7
"Зайцева ул., д.26","103,74\37","103,74\37",0\0
"Зайцева ул., д.29",50\49,60\41,20\-16
"Зайцева ул., д.31",324\221,429\263,32\19
"Зайцева ул., д.32",188\131,219\146,16\11
"Зайцева ул., д.33","303,45\240","371,45\265",22\10
"Зайцева ул., д.34",116\56,125\63,8\13
"Зайцева ул., д.36",331\210,368\222,11\6
"Зайцева ул., д.37",270\138,354\178,31\29
"Зайцева ул., д.39",284\187,326\199,15\6
"Зины Портновой ул., д.4",60\66,101\86,68\30
"Зины Портновой ул., д.6",212\221,440\359,108\62
"Зины Портновой ул., д.8",231\229,387\300,68\31
"Зины Портновой ул., д.10",261\205,459\304,76\48
"Зины Портновой ул., д.12",136\146,213\182,57\25
"Зины Портновой ул., д.14",267\257,425\346,59\35
"Зины Портновой ул., д.16",394\199,528\267,34\34
"Зины Портновой ул., д.18",255\234,473\337,85\44
"Зины Портновой ул., д.20",85\100,141\121,66\21
"Зины Портновой ул., д.22",84\88,152\123,81\40
"Зины Портновой ул., д.24",138\139,292\216,112\55
"Зины Портновой ул., д.26",213\240,420\336,97\40
"Зины Портновой ул., д.28",418\207,682\346,63\67
"Зины Портновой ул., д.30",327\267,554\388,69\45
"Зои Космодемьянской ул., д.3","299\188,1","311,6\202",4\7
"Зои Космодемьянской ул., д.5","682,2\278","717,3\265",5\-5
"Зои Космодемьянской ул., д.6, к.1","355,3\128","415,15\178",17\39
"Зои Космодемьянской ул., д.6, к.2",1\1,1\1,0\0
"Зои Космодемьянской ул., д.8/17",19\19,31\21,63\11
"Зои Космодемьянской ул., д.16/24","48,979\0","49,28\0",1\-
"Зои Космодемьянской ул., д.17/26","1909,3\145","237,15\164",-88\13
"Зои Космодемьянской ул., д.21",219\94,220\91,0\-3
"Зои Космодемьянской ул., д.23",136\41,147\47,8\15
"Зои Космодемьянской ул., д.25/20",72\45,97\53,35\18
"Зои Космодемьянской ул., д.29",123\37,71\126,-42\241
"Ивана Черных ул., д.1",40\14,40\28,0\100
"Ивана Черных ул., д.3, к.2",190\95,175\89,-8\-6
"Ивана Черных ул., д.13",379\342,546\386,44\13
"Ивана Черных ул., д.15",489\307,491\297,0\-3
"Ивана Черных ул., д.19",208\188,290\200,39\6
"Калинина ул., д.10","213,2\0",200\0,-6\-
"Канонерский о., д.7",8118\2922,9809\3583,21\23
"Канонерский о., д.8","3586,5\1284",4778\1584,33\23
"Канонерский о., д.9",3045\1290,3135\1320,3\2
"Канонерский о., д.10",2515\1010,3010\1190,20\18
"Канонерский о., д.12",684\348,763\382,12\10
"Канонерский о., д.12, к.2",677\351,836\417,23\19
"Канонерский о., д.13",443\319,588\370,33\16
"Канонерский о., д.14",426\287,514\331,21\15
"Канонерский о., д.15","480,8\0","480,8\0",0\-
