"Автовская ул., д.21",197\122,234\133,19\9
"Автовская ул., д.22",305\158,252\130,-17\-18
"Автовская ул., д.25",349\211,243\154,-30\-27
"Автовская ул., д.26/37","119,19\256","367,39\245",208\-4
"Автовская ул., д.28/30",292\175,240\146,-18\-17
"Автовская ул., д.29",907\175,800\160,-12\-9
"Автовская ул., д.30",180\120,174\111,-3\-8
"Автовская ул., д.32",180\107,"62,71\94",-65\-12
"Автовская ул., д.34",132\82,126\77,-5\-6
"Автовская ул., д.38",112\76,95\64,-15\-16
"Автовская ул., д.40",349\233,289\192,-17\-18
"Автовская ул., д.46",183\98,113\59,-38\-40
"Автовская ул., д.52",258\169,224\146,-13\-14
"Балтийская ул., д.2/14","628,68\6","405,68\312",-35\5100
"Балтийская ул., д.12","268\112,34","183,34\121",-32\8
"Балтийская ул., д.14",815\0,815\0,0\-
"Балтийская ул., д.17",1491\1428,"1486,95\1549,95",0\9
"Балтийская ул., д.17, к.2",100\70,"490,9\70",391\0
"Балтийская ул., д.18",63\16,79\29,25\81
"Балтийская ул., д.19",70\45,80\48,14\7
"Балтийская ул., д.20","79,91\42,89","32,17\37,14",-60\-13
"Балтийская ул., д.21",430\29,427\30,-1\3
"Балтийская ул., д.22","62,09\34,11","25\28,86",-60\-15
"Балтийская ул., д.23",51\25,10\10,-80\-60
"Балтийская ул., д.24","35,22\71","42,22\75",20\6
"Балтийская ул., д.25",15\7,54\35,260\400
"Балтийская ул., д.27",46\23,36\19,-22\-17
"Балтийская ул., д.32","103,07\71","75,07\55",-27\-23
"Балтийская ул., д.34","119,01\0","36,01\0",-70\-
"Балтийская ул., д.36/9","92,5\118","24,5\88",-74\-25
"Балтийская ул., д.38",241\153,223\134,-7\-12
"Баррикадная ул., д.3",420\0,300\0,-29\-
"Баррикадная ул., д.4",201\157,215\201,7\28
"Баррикадная ул., д.34",47\24,75\38,60\58
"Белоусова ул., д.3",21\52,10\90,-52\73
"Белоусова ул., д.5",84\48,105\64,25\33
"Белоусова ул., д.6/42","427\121,6","336,6\234",-21\92
"Белоусова ул., д.10","177,17\122","309,17\259",75\112
"Белоусова ул., д.14/41",123\62,282\198,129\219
"Белоусова ул., д.16","63,78\87","63,78\57",0\-34
"Белоусова ул., д.18",59\30,108\57,83\90
"Белоусова ул., д.18, к.1",103\71,193\132,87\86
"Белоусова ул., д.20",91\49,84\47,-8\-4
"Белоусова ул., д.22",1684\785,1679\792,0\1
"Белоусова ул., д.24/32",27\13,",29\27",-99\108
"Васи Алексеева ул., д.7","73,19\23","116,99\13",60\-43
"Васи Алексеева ул., д.9",115\74,"8,36\51",-93\-31
"Васи Алексеева ул., д.10","68,12\95","31,1\96",-54\1
"Васи Алексеева ул., д.11",292\165,239\140,-18\-15
"Васи Алексеева ул., д.17",316\202,329\206,4\2
"Васи Алексеева ул., д.20/24",319\196,"113,22\176",-65\-10
"Васи Алексеева ул., д.21",326\191,249\144,-24\-25
"Васи Алексеева ул., д.22","437,06\429","586,65\391",34\-9
"Васи Алексеева ул., д.24",498\286,440\245,-12\-14
"Васи Алексеева ул., д.25",377\254,307\201,-19\-21
"Васи Алексеева ул., д.26",582\328,"287,48\283",-51\-14
"Васи Алексеева ул., д.28",208\122,172\100,-17\-18
"Васи Алексеева ул., д.30","305,45\362","456,89\294",50\-19
"Возрождения ул., д.7/25",303\333,"127,69\632",-58\90
"Возрождения ул., д.9",72\37,68\35,-6\-5
"Возрождения ул., д.15","231,81\148","201,48\113",-13\-24
"Возрождения ул., д.19/38","31,2\451","602,39\470",1831\4
"Возрождения ул., д.23",263\158,293\173,11\9
"Возрождения ул., д.25",337\191,332\190,-1\-1
"Возрождения ул., д.27",300\162,261\146,-13\-10
"Гладкова ул., д.1","132\26,49","40,49\72",-69\172
"Гладкова ул., д.1а",129\64,96\45,-26\-30
"Гладкова ул., д.7/10","30,32\54","19,32\48",-36\-11
"Гладкова ул., д.11",30\10,10\30,-67\200
"Гладкова ул., д.13",28\17,31\16,11\-6
"Гладкова ул., д.17",100\75,240\93,140\24
"Гладкова ул., д.19",83\50,84\57,1\14
"Гладкова ул., д.21",212\0,212\0,0\-
"Гладкова ул., д.23",344\189,381\182,11\-4
"Гладкова ул., д.24/7",140\71,228\116,63\63
"Гладкова ул., д.25",639\381,598\359,-6\-6
"Гладкова ул., д.26",148\72,160\79,8\10
"Гладкова ул., д.29",183\117,175\116,-4\-1
"Гладкова ул., д.31/7",34\18,62\32,82\78
