"Зины Портновой ул., д.4",42\56,60\66,43\18
"Зины Портновой ул., д.6",165\187,212\221,28\18
"Зины Портновой ул., д.8",170\198,231\229,36\16
"Зины Портновой ул., д.10",223\210,261\205,17\-2
"Зины Портновой ул., д.12",110\132,136\146,24\11
"Зины Портновой ул., д.14",218\262,267\257,22\-2
"Зины Портновой ул., д.16",412\206,394\199,-4\-3
"Зины Портновой ул., д.18",183\218,255\234,39\7
"Зины Портновой ул., д.20",57\100,85\100,49\0
"Зины Портновой ул., д.22",65\80,84\88,29\10
"Зины Портновой ул., д.24",109\139,138\139,27\0
"Зины Портновой ул., д.26",138\216,213\240,54\11
"Зины Портновой ул., д.28",487\253,418\207,-14\-18
"Зины Портновой ул., д.30",268\251,327\267,22\6
"Зои Космодемьянской ул., д.3","142,5\221","299\188,1",110\-15
"Зои Космодемьянской ул., д.5","361,8\159","682,2\278",89\75
"Зои Космодемьянской ул., д.6, к.1","417,05\218","355,3\128",-15\-41
"Зои Космодемьянской ул., д.6, к.2",1\1,1\1,0\0
"Зои Космодемьянской ул., д.8/17",11\12,19\19,73\58
"Зои Космодемьянской ул., д.16/24","183,26\0","48,979\0",-73\-
"Зои Космодемьянской ул., д.17/26","157,17\110","1909,3\145",1115\32
"Зои Космодемьянской ул., д.21",155\56,219\94,41\68
"Зои Космодемьянской ул., д.23",85\35,136\41,60\17
"Зои Космодемьянской ул., д.25/20",67\49,72\45,7\-8
"Зои Космодемьянской ул., д.29",108\82,123\37,14\-55
"Ивана Черных ул., д.1","29,58\3",40\14,35\367
"Ивана Черных ул., д.3, к.2",116\63,190\95,64\51
"Ивана Черных ул., д.13",293\290,379\342,29\18
"Ивана Черных ул., д.15",280\262,489\307,75\17
"Ивана Черных ул., д.19",158\177,208\188,32\6
"Калинина ул., д.10",748\0,"213,2\0",-71\-
"Канонерский о., д.7",8988\3248,8118\2922,-10\-10
"Канонерский о., д.8","3783,6\1250","3586,5\1284",-5\3
"Канонерский о., д.9",2895\1125,3045\1290,5\15
"Канонерский о., д.10",2815\1160,2515\1010,-11\-13
"Канонерский о., д.12",634\318,684\348,8\9
"Канонерский о., д.12, к.2",829\437,677\351,-18\-20
"Канонерский о., д.13",409\368,443\319,8\-13
"Канонерский о., д.14",331\249,426\287,29\15
"Канонерский о., д.15",1506\0,"480,8\0",-68\-
"Канонерский о., д.16",230\137,172\115,-25\-16
"Канонерский о., д.17",24\14,46\34,92\143
"Канонерский о., д.25",1084\515,911\436,-16\-15
"Корнеева ул., д.2","213,75\99","620,35\386",190\290
"Корнеева ул., д.6","1445,85\407","1484,95\393",3\-3
"Косинова ул., д.5",547\0,"147,1\0",-73\-
"Косинова ул., д.7","18,4\14","31,28\17",70\21
"Косинова ул., д.9/9",47\25,47\28,0\12
"Косинова ул., д.14, к.1",305\333,526\453,72\36
"Косинова ул., д.14, к.2",474\610,591\747,25\22
"Краснопутиловская ул., д.16/13","1062,1\540","768,84\392",-28\-27
"Краснопутиловская ул., д.18",77\37,140\85,82\130
"Краснопутиловская ул., д.20","263,5\158","159,8\102",-39\-35
"Краснопутиловская ул., д.26","442,9\261","418,82\236",-5\-10
"Краснопутиловская ул., д.28/20","893,76\472","668,16\364",-25\-23
"Ленинский пр., д.110, к.1а",528\310,596\421,13\36
"Ленинский пр., д.110, к.1б",2212\2502,2717\2338,23\-7
"Ленинский пр., д.120, к.2",274\187,233\152,-15\-19
"Ленинский пр., д.124","2231,04\1119","2495,81\1210",12\8
"Майков пер., д.3",207\0,"125,2\0",-40\-
"Майков пер., д.5а",170\0,"43,95\0",-74\-
"Майков пер., д.7/1",117\66,117\59,0\-11
"Маршала Говорова ул., д.5/4","530,53\416","334,88\268",-37\-36
"Маршала Говорова ул., д.6/5","200,22\170","170,14\117",-15\-31
"Маршала Говорова ул., д.7",302\194,300\182,-1\-6
"Маршала Говорова ул., д.11/3","258,52\220","258,52\220",0\0
"Маршала Говорова ул., д.15","77,7\120","82,88\102",7\-15
"Маршала Говорова ул., д.16","3924,33\1533","3845,33\1429",-2\-7
"Маршала Говорова ул., д.17","148,8\157","164,61\134",11\-15
"Маршала Говорова ул., д.21",303\192,275\177,-9\-8
"Маршала Говорова ул., д.22, к.2","97,96\69","119,29\98",22\42
"Маршала Говорова ул., д.23",319\170,331\166,4\-2
"Маршала Говорова ул., д.24",531\423,513\343,-3\-19
"Маршала Говорова ул., д.26, к.2",202\104,264\137,31\32
"Маршала Жукова пр., д.18а",402\407,1286\640,220\57
"Маршала Жукова пр., д.18б",792\915,"3112,56\1592",293\74
"Маршала Жукова пр., д.18в",808\718,3394\1877,320\161
"Маршала Жукова пр., д.18г","463,54\587","1274,98\819",175\40
"Маршала Жукова пр., д.18д",816\500,1194\672,46\34
"Маршала Жукова пр., д.26/16а",919\726,861\705,-6\-3
"Маршала Жукова пр., д.26/16б","1672,28\1126","1612,14\1095",-4\-3
"Маршала Жукова пр., д.26/16в","2237,79\1557","2177,65\1474",-3\-5
"Маршала Жукова пр., д.28, к.1","2356,9\1495","2326,52\1499",-1\0
"Маршала Жукова пр., д.30, к.2а",1350\930,1230\810,-9\-13
"Маршала Жукова пр., д.30, к.2б",941\755,915\739,-3\-2
"Маршала Жукова пр., д.30, к.2в",2661\1475,2746\1431,3\-3
"Маршала Жукова пр., д.30, к.2г",1329\1106,1526\1201,15\9
"Маршала Жукова пр., д.30, к.2д",2656\1652,2713\1548,2\-6
"Маршала Жукова пр., д.30, к.2е",1053\900,1176\1013,12\13
"Маршала Жукова пр., д.30, к.2ж",1741\1099,1697\1055,-3\-4
"Маршала Жукова пр., д.32, к.1","2766,44\1762","3319,34\1998",20\13
"Маршала Жукова пр., д.34, к.1а",1473\1158,1514\1186,3\2
"Маршала Жукова пр., д.34, к.1б",335\218,324\202,-3\-7
"Маршала Жукова пр., д.34, к.1в",1693\1444,1821\1518,8\5
"Маршала Жукова пр., д.34, к.1г","803,6\667","903,56\724",12\9
"Маршала Жукова пр., д.34, к.1д",647\422,625\391,-3\-7
"Маршала Жукова пр., д.34, к.1е",981\639,947\592,-3\-7
"Маршала Казакова ул., д.1, к.2",1412\960,1617\946,15\-1
"Маршала Казакова ул., д.3, к.1",1894\772,1616\593,-15\-23
"Маршала Казакова ул., д.5, к.1а","849,6\658","1096,2\656",29\0
"Маршала Казакова ул., д.5, к.1б",1494\1235,"1618,2\1145",8\-7
"Маршала Казакова ул., д.10, к.1а","1496,88\978","1615,68\1019",8\4
"Маршала Казакова ул., д.10, к.1б","1249,38\978","1322,64\815",6\-17
"Маршала Казакова ул., д.10, к.1в","1305,81\978","1416,69\885",8\-10
"Маршала Казакова ул., д.10, к.1д","826,65\935","967,23\1555",17\66
"Маршала Казакова ул., д.13","2299,41\867","2216,76\768",-4\-11
"Метростроевцев ул., д.2","151,05\167","257,45\217",70\30
"Метростроевцев ул., д.3",72\43,87\59,21\37
"Морской пехоты ул., д.4",2844\1434,2878\1447,1\1
"Морской пехоты ул., д.6, к.1","1311,5\445","1279,68\385",-2\-13
"Морской пехоты ул., д.10, к.1",2717\1235,2841\1328,5\8
"Морской пехоты ул., д.14",1364\852,494\848,-64\0
"Новаторов бул., д.1","43,2\135","99,9\123",131\-9
"Новаторов бул., д.3",62\91,96\51,55\-44
"Новоовсянниковская ул., д.9",119\100,120\85,1\-15
"Новоовсянниковская ул., д.13",44\23,66\33,50\43
"Новостроек ул., д.8",134\78,66\46,-51\-41
"Новостроек ул., д.20",169\124,170\123,1\-1
"Новостроек ул., д.25","231,2\141","209,95\128",-9\-9
"Новостроек ул., д.27",1020\0,"284,7\0",-72\-
"Новостроек ул., д.28",170\116,172\107,1\-8
"Новостроек ул., д.29","141,1\98","153,85\103",9\5
"Новостроек ул., д.31","177,65\109","232,05\141",31\29
"Новостроек ул., д.33",132\82,112\68,-15\-17
"Новостроек ул., д.35","108,8\68","97,75\54",-10\-21
"Оборонная ул., д.3",192\138,225\168,17\22
"Оборонная ул., д.4",376\190,697\367,85\93
"Оборонная ул., д.5",320\331,494\385,54\16
"Оборонная ул., д.6",14\7,248\19,1671\171
"Оборонная ул., д.7/20","23,1\17",60\48,160\182
"Оборонная ул., д.14","53,4\47",144\72,170\53
"Оборонная ул., д.15",1\1,1\1,0\0
"Оборонная ул., д.17/13",82\56,120\79,46\41
"Оборонная ул., д.19","234,78\0","242,5\0",3\-
"Оборонная ул., д.20/18",32\26,71\51,122\96
"Оборонная ул., д.23/17",97\49,65\33,-33\-33
"Оборонная ул., д.27",55\28,76\38,38\36
"Огородный пер., д.4, к.3",446\317,469\290,5\-9
"Огородный пер., д.6, к.1",152\80,227\113,49\41
"Промышленная ул., д.12",857\0,"93,37\0",-89\-
"Промышленная ул., д.26",83\56,114\63,37\13
"Промышленная ул., д.28",65\33,73\36,12\9
"Промышленная ул., д.30",11\6,14\8,27\33
"Промышленная ул., д.34",38\24,60\34,58\42
"Промышленная ул., д.36",83\36,86\43,4\19
"Промышленная ул., д.38","26,1\15",30\15,15\0
"Севастопольская ул., д.6",230\20,280\20,22\0
"Севастопольская ул., д.34","20,72\19",41\35,98\84
"Стачек пр., д.1","323,4\476","473,36\490",46\3
"Стачек пр., д.2/2","47,56\55",61\41,28\-25
"Стачек пр., д.4/1","601,88\0","195,7\0",-67\-
"Стачек пр., д.6",1716\866,"451,72\189",-74\-78
"Стачек пр., д.8/2",,17\26,-\-
"Стачек пр., д.8а",,418\140,-\-
"Стачек пр., д.9","602,54\322",402\202,-33\-37
"Стачек пр., д.10",81\105,113\110,40\5
"Стачек пр., д.11","129,6\202","254,856\235",97\16
"Стачек пр., д.17",470\190,650\250,38\32
"Стачек пр., д.19","752,05\395",985\512,31\30
"Стачек пр., д.21","2295,02\1058","2666,07\1044",16\-1
"Стачек пр., д.22","161,616\164",198\155,23\-5
"Стачек пр., д.22а","755,58\323",818\331,8\2
"Стачек пр., д.23",606\363,848\464,40\28
"Стачек пр., д.24","1698,47\0","265,4\0",-84\-
"Стачек пр., д.29",163\137,281\179,72\31
"Стачек пр., д.33/2",47\57,127\125,170\119
"Стачек пр., д.34, к.2",152\105,87\53,-43\-50
"Стачек пр., д.35",26\21,42\30,62\43
"Стачек пр., д.41","356,15\302",680\357,91\18
"Стачек пр., д.42","23,87\57",33\103,38\81
"Стачек пр., д.95, к.1",4235\2580,4488\2627,6\2
"Стачек пр., д.101, к.1а","1290,96\876","1341,45\837",4\-4
"Стачек пр., д.101, к.1б","385,14\697","550,44\820",43\18
"Стачек пр., д.101, к.1в",2264\1335,2231\1243,-1\-7
"Стачек пр., д.101, к.1г","1232,55\855",1293\821,5\-4
"Стачек пр., д.101, к.1д",1109\671,1178\662,6\-1
"Стачек пр., д.102",67\87,36\41,-46\-53
"Стачек пр., д.103, к.1","1623,86\1603","2132,46\2074",31\29
"Стачек пр., д.105, к.2а",227\443,647\522,185\18
"Стачек пр., д.105, к.2б","1385,72\1287","1498,86\1103",8\-14
"Стачек пр., д.105, к.2в",2780\1329,2792\1385,0\4
"Стачек пр., д.105, к.2г",1092\522,1061\493,-3\-6
"Стачек пр., д.105, к.2д","2939,31\2185","3163,05\2108",8\-4
"Стачек пр., д.105, к.2е","1539,45\1025","1642,41\1137",7\11
"Стачек пр., д.105, к.2ж","2844,27\1492","2718,54\1479",-4\-1
"Стачек пр., д.105, к.2з","1398,87\1116","1325,61\1084",-5\-3
"Стачек пр., д.107, к.1","1131,9\678","1261,26\754",11\11
"Тракторная ул., д.3",67\81,38\38,-43\-53
"Тракторная ул., д.4",151\102,59\39,-61\-62
"Тракторная ул., д.4а",136\157,198\194,46\24
"Тракторная ул., д.5",124\101,109\70,-12\-31
"Тракторная ул., д.6",25\32,36\33,44\3
"Тракторная ул., д.6, к.2",50\47,49\32,-2\-32
"Тракторная ул., д.7","159,6\93",122\79,-24\-15
"Тракторная ул., д.8",100\113,93\87,-7\-23
"Тракторная ул., д.9",70\76,172\126,146\66
"Тракторная ул., д.10","82,77\93",94\88,14\-5
"Тракторная ул., д.12",78\203,153\190,96\-6
"Тракторная ул., д.13",168\99,77\70,-54\-29
"Тракторная ул., д.15",105\117,276\188,163\61
"Трамвайный пр., д.5",881\0,274\0,-69\-
"Трамвайный пр., д.7, к.1",113\129,120\124,6\-4
"Трамвайный пр., д.7, к.2",553\279,506\259,-8\-7
"Трамвайный пр., д.9, к.1",151\169,174\180,15\7
"Трамвайный пр., д.9, к.2",157\79,163\86,4\9
"Трамвайный пр., д.11, к.1",17\31,69\54,306\74
"Трамвайный пр., д.11, к.2",93\117,106\110,14\-6
"Трамвайный пр., д.11, к.3",887\0,"276,7\0",-69\-
"Трамвайный пр., д.11, к.6",699\297,627\271,-10\-9
"Трамвайный пр., д.13, к.1",129\98,127\87,-2\-11
"Трамвайный пр., д.13, к.2",33\40,36\47,9\18
"Трамвайный пр., д.13, к.3",,,
"Трамвайный пр., д.15, к.1",137\137,130\125,-5\-9
"Трамвайный пр., д.15, к.2",101\83,128\87,27\5
"Трамвайный пр., д.15, к.3",68\72,111\107,63\49
"Трамвайный пр., д.17",36\41,47\42,31\2
"Трефолева ул., д.3",865\393,1068\461,23\17
"Трефолева ул., д.5",188\241,303\248,61\3
"Трефолева ул., д.11","38,22\4",30\12,-22\200
"Трефолева ул., д.15","367,22\214",781\476,113\122
"Трефолева ул., д.22/25","1371,04\726","2191,86\932",60\28
"Трефолева ул., д.26",85\44,150\79,76\80
"Турбинная ул., д.11",0\56,135\89,-\59
"Тургеневский пер., д.3",168\97,157\121,-7\25
"Тургеневский пер., д.5",159\83,63\49,-60\-41
"Урюпин пер., д.2/6",41\29,120\57,193\97
"Урюпин пер., д.5",278\280,302\215,9\-23
"Швецова ул., д.4",21\24,54\39,157\63
"Швецова ул., д.6","79,38\44",93\47,17\7
"Швецова ул., д.10","763,8\684",653\539,-15\-21
"Швецова ул., д.11","379,76\402",313\123,-18\-69
"Шотландская ул., д.3",2755\282,2377\200,-14\-29
