"АВТОВСКАЯ УЛ., д.21","267,74",266,-1
"АВТОВСКАЯ УЛ., д.22",726,"652,94",-10
"АВТОВСКАЯ УЛ., д.25","528,1",428,-19
"АВТОВСКАЯ УЛ., д.26/37",1392,"1384,54",-1
"АВТОВСКАЯ УЛ., д.28/30","765,1",695,-9
"АВТОВСКАЯ УЛ., д.29","327,9",391,19
"АВТОВСКАЯ УЛ., д.30","258,9",206,-20
"АВТОВСКАЯ УЛ., д.32",625,"526,11",-16
"АВТОВСКАЯ УЛ., д.34",455,394,-13
"АВТОВСКАЯ УЛ., д.38",283,223,-21
"АВТОВСКАЯ УЛ., д.40",701,634,-10
"АВТОВСКАЯ УЛ., д.46",1095,976,-11
"АВТОВСКАЯ УЛ., д.52",688,681,-1
"БАЛТИЙСКАЯ УЛ., д.2/14",3195,"2753,37",-14
"БАЛТИЙСКАЯ УЛ., д.12","829,26","846,67",2
"БАЛТИЙСКАЯ УЛ., д.14",907,812,-10
"БАЛТИЙСКАЯ УЛ., д.17","590,2","401,84",-32
"БАЛТИЙСКАЯ УЛ., д.17, корп.2",590,"510,37",-13
"БАЛТИЙСКАЯ УЛ., д.18",269,258,-4
"БАЛТИЙСКАЯ УЛ., д.19А","301,2","630,22",109
"БАЛТИЙСКАЯ УЛ., д.19Б","170,7","357,12",109
"БАЛТИЙСКАЯ УЛ., д.20",89,"114,46",29
"БАЛТИЙСКАЯ УЛ., д.21","150,5","304,61",102
"БАЛТИЙСКАЯ УЛ., д.21, корп.2","161,4","103,4",-36
"БАЛТИЙСКАЯ УЛ., д.22",106,"103,42",-2
"БАЛТИЙСКАЯ УЛ., д.24","201,5","164,99",-18
"БАЛТИЙСКАЯ УЛ., д.27",127,"140,49",11
"БАЛТИЙСКАЯ УЛ., д.32А","183,4","269,72",47
"БАЛТИЙСКАЯ УЛ., д.32Д","100,4",118,18
"БАЛТИЙСКАЯ УЛ., д.34",155,"159,72",3
"БАЛТИЙСКАЯ УЛ., д.36/9",1449,"1601,88",11
"БАЛТИЙСКАЯ УЛ., д.38","767,8",740,-4
"БАРРИКАДНАЯ УЛ., д.3",478,310,-35
"БАРРИКАДНАЯ УЛ., д.4","98,2","74,68",-24
"БАРРИКАДНАЯ УЛ., д.5",695,755,9
"БЕЛОУСОВА УЛ., д.3",200,"148,26",-26
"БЕЛОУСОВА УЛ., д.5","108,5","115,41",6
"БЕЛОУСОВА УЛ., д.6/42",1012,890,-12
"БЕЛОУСОВА УЛ., д.14/41","133,6","127,28",-5
"БЕЛОУСОВА УЛ., д.16","72,5","70,62",-3
"БЕЛОУСОВА УЛ., д.18","208,7","196,22",-6
"БЕЛОУСОВА УЛ., д.18, корп.1","351,7","348,11",-1
"БЕЛОУСОВА УЛ., д.20","325,3","285,35",-12
"ВАСИ АЛЕКСЕЕВА УЛ., д.7",783,"760,08",-3
"ВАСИ АЛЕКСЕЕВА УЛ., д.9","601,91","495,36",-18
"ВАСИ АЛЕКСЕЕВА УЛ., д.10","1080,2","925,87",-14
"ВАСИ АЛЕКСЕЕВА УЛ., д.11",833,764,-8
"ВАСИ АЛЕКСЕЕВА УЛ., д.16",1084,"969,9",-11
"ВАСИ АЛЕКСЕЕВА УЛ., д.17",637,596,-6
"ВАСИ АЛЕКСЕЕВА УЛ., д.20/24",1924,"1700,49",-12
"ВАСИ АЛЕКСЕЕВА УЛ., д.21",977,"593,59",-39
"ВАСИ АЛЕКСЕЕВА УЛ., д.22",1316,"1204,06",-9
"ВАСИ АЛЕКСЕЕВА УЛ., д.24",916,841,-8
"ВАСИ АЛЕКСЕЕВА УЛ., д.25",453,407,-10
"ВАСИ АЛЕКСЕЕВА УЛ., д.26",922,"872,06",-5
"ВАСИ АЛЕКСЕЕВА УЛ., д.28",971,1022,5
"ВАСИ АЛЕКСЕЕВА УЛ., д.30",1464,"1344,2",-8
"ВОЗРОЖДЕНИЯ УЛ., д.7/25",1920,"2234,03",16
"ВОЗРОЖДЕНИЯ УЛ., д.9",607,"462,42",-24
"ВОЗРОЖДЕНИЯ УЛ., д.15",822,"731,9",-11
"ВОЗРОЖДЕНИЯ УЛ., д.19/38",1797,"1693,57",-6
"ВОЗРОЖДЕНИЯ УЛ., д.23","634,9","625,84",-1
"ВОЗРОЖДЕНИЯ УЛ., д.25","768,4","724,16",-6
"ВОЗРОЖДЕНИЯ УЛ., д.27",950,940,-1
"ГЛАДКОВА УЛ., д.1","118,1","115,14",-3
"ГЛАДКОВА УЛ., д.1А","137,8","110,87",-20
"ГЛАДКОВА УЛ., д.7/10","513,8","471,91",-8
