"АВТОВСКАЯ УЛ., д.21","197\122","234\133","19\9"
"АВТОВСКАЯ УЛ., д.22","305\158","252\130","-17\-18"
"АВТОВСКАЯ УЛ., д.25","349\211","243\154","-30\-27"
"АВТОВСКАЯ УЛ., д.26/37","119,19\256","367,39\245","208\-4"
"АВТОВСКАЯ УЛ., д.28/30","292\175","240\146","-18\-17"
"АВТОВСКАЯ УЛ., д.29","907\175","800\160","-12\-9"
"АВТОВСКАЯ УЛ., д.30","180\120","174\111","-3\-8"
"АВТОВСКАЯ УЛ., д.32","180\107","62,71\94","-65\-12"
"АВТОВСКАЯ УЛ., д.34","132\82","126\77","-5\-6"
"АВТОВСКАЯ УЛ., д.38","112\76","95\64","-15\-16"
"АВТОВСКАЯ УЛ., д.40","349\233","289\192","-17\-18"
"АВТОВСКАЯ УЛ., д.46","183\98","113\59","-38\-40"
"АВТОВСКАЯ УЛ., д.52","258\169","224\146","-13\-14"
"БАЛТИЙСКАЯ УЛ., д.2/14","628,68\6","405,68\312","-35\5100"
"БАЛТИЙСКАЯ УЛ., д.12","268\112,34","183,34\121","-32\8"
"БАЛТИЙСКАЯ УЛ., д.14","815\0","815\0","0\-"
"БАЛТИЙСКАЯ УЛ., д.17","1491\1428","1486,95\1549,95","0\9"
"БАЛТИЙСКАЯ УЛ., д.17, корп.2","100\70","490,9\70","391\0"
"БАЛТИЙСКАЯ УЛ., д.18","63\16","79\29","25\81"
"БАЛТИЙСКАЯ УЛ., д.19","70\45","80\48","14\7"
"БАЛТИЙСКАЯ УЛ., д.20","79,91\42,89","32,17\37,14","-60\-13"
"БАЛТИЙСКАЯ УЛ., д.21","430\29","427\30","-1\3"
"БАЛТИЙСКАЯ УЛ., д.22","62,09\34,11","25\28,86","-60\-15"
"БАЛТИЙСКАЯ УЛ., д.23","51\25","10\10","-80\-60"
"БАЛТИЙСКАЯ УЛ., д.24","35,22\71","42,22\75","20\6"
"БАЛТИЙСКАЯ УЛ., д.25","15\7","54\35","260\400"
"БАЛТИЙСКАЯ УЛ., д.27","46\23","36\19","-22\-17"
"БАЛТИЙСКАЯ УЛ., д.32","103,07\71","75,07\55","-27\-23"
"БАЛТИЙСКАЯ УЛ., д.34","119,01\0","36,01\0","-70\-"
"БАЛТИЙСКАЯ УЛ., д.36/9","92,5\118","24,5\88","-74\-25"
"БАЛТИЙСКАЯ УЛ., д.38","241\153","223\134","-7\-12"
"БАРРИКАДНАЯ УЛ., д.3","420\0","300\0","-29\-"
"БАРРИКАДНАЯ УЛ., д.4","201\157","215\201","7\28"
"БАРРИКАДНАЯ УЛ., д.34","47\24","75\38","60\58"
"БЕЛОУСОВА УЛ., д.3","21\52","10\90","-52\73"
"БЕЛОУСОВА УЛ., д.5","84\48","105\64","25\33"
"БЕЛОУСОВА УЛ., д.6/42","427\121,6","336,6\234","-21\92"
"БЕЛОУСОВА УЛ., д.10","177,17\122","309,17\259","75\112"
"БЕЛОУСОВА УЛ., д.14/41","123\62","282\198","129\219"
"БЕЛОУСОВА УЛ., д.16","63,78\87","63,78\57","0\-34"
"БЕЛОУСОВА УЛ., д.18","59\30","108\57","83\90"
"БЕЛОУСОВА УЛ., д.18, корп.1","103\71","193\132","87\86"
"БЕЛОУСОВА УЛ., д.20","91\49","84\47","-8\-4"
"БЕЛОУСОВА УЛ., д.22","1684\785","1679\792","0\1"
"БЕЛОУСОВА УЛ., д.24/32","27\13",",29\27","-99\108"
"ВАСИ АЛЕКСЕЕВА УЛ., д.7","73,19\23","116,99\13","60\-43"
"ВАСИ АЛЕКСЕЕВА УЛ., д.9","115\74","8,36\51","-93\-31"
"ВАСИ АЛЕКСЕЕВА УЛ., д.10","68,12\95","31,1\96","-54\1"
"ВАСИ АЛЕКСЕЕВА УЛ., д.11","292\165","239\140","-18\-15"
"ВАСИ АЛЕКСЕЕВА УЛ., д.17","316\202","329\206","4\2"
"ВАСИ АЛЕКСЕЕВА УЛ., д.20/24","319\196","113,22\176","-65\-10"
"ВАСИ АЛЕКСЕЕВА УЛ., д.21","326\191","249\144","-24\-25"
"ВАСИ АЛЕКСЕЕВА УЛ., д.22","437,06\429","586,65\391","34\-9"
"ВАСИ АЛЕКСЕЕВА УЛ., д.24","498\286","440\245","-12\-14"
"ВАСИ АЛЕКСЕЕВА УЛ., д.25","377\254","307\201","-19\-21"
"ВАСИ АЛЕКСЕЕВА УЛ., д.26","582\328","287,48\283","-51\-14"
