"АВТОВСКАЯ УЛ., д.21","353\193","351\180","-1\-7"
"АВТОВСКАЯ УЛ., д.22","177,232\147","154,446\130","-13\-12"
"АВТОВСКАЯ УЛ., д.25","224\165","303\188","35\14"
"АВТОВСКАЯ УЛ., д.26/37","413,668\199","417,379\213","1\7"
"АВТОВСКАЯ УЛ., д.28/30","210\151","150\103","-29\-32"
"АВТОВСКАЯ УЛ., д.29","755\413","554\324","-27\-22"
"АВТОВСКАЯ УЛ., д.30","117\92","87\76","-26\-17"
"АВТОВСКАЯ УЛ., д.32","71,797\67","71,797\55","0\-18"
"АВТОВСКАЯ УЛ., д.34","81\61","94\59","16\-3"
"АВТОВСКАЯ УЛ., д.38","67\45","49\30","-27\-33"
"АВТОВСКАЯ УЛ., д.40","176\181","221\187","26\3"
"АВТОВСКАЯ УЛ., д.46","103\55","100\51","-3\-7"
"АВТОВСКАЯ УЛ., д.52","175\189","164\156","-6\-17"
"БАЛТИЙСКАЯ УЛ., д.2/14","587,35\293","526,15\310","-10\6"
"БАЛТИЙСКАЯ УЛ., д.12","167,81\137","230,86\146","38\7"
"БАЛТИЙСКАЯ УЛ., д.14","979\0","313\0","-68\-"
"БАЛТИЙСКАЯ УЛ., д.17","264,06\0","70,761\0","-73\-"
"БАЛТИЙСКАЯ УЛ., д.17, корп.2","4843,3\0","1360\0","-72\-"
"БАЛТИЙСКАЯ УЛ., д.18","34\23","100\65","194\183"
"БАЛТИЙСКАЯ УЛ., д.19","67,64\68","62,3\53","-8\-22"
"БАЛТИЙСКАЯ УЛ., д.20","35,59\46,71","43,91\54,59","23\17"
"БАЛТИЙСКАЯ УЛ., д.21","41\41","42\36","2\-12"
"БАЛТИЙСКАЯ УЛ., д.22","27,65\36,29","34,12\42,41","23\17"
"БАЛТИЙСКАЯ УЛ., д.23","25\10","27\13","8\30"
"БАЛТИЙСКАЯ УЛ., д.24","33,58\63","40,15\55","20\-13"
"БАЛТИЙСКАЯ УЛ., д.25","269\0","72,25\0","-73\-"
"БАЛТИЙСКАЯ УЛ., д.27","332,64\0","52,621\0","-84\-"
"БАЛТИЙСКАЯ УЛ., д.32","60,48\50","81,6\61","35\22"
"БАЛТИЙСКАЯ УЛ., д.34","67,23\0","85,49\0","27\-"
"БАЛТИЙСКАЯ УЛ., д.36/9","147,2\81","214,36\120","46\48"
"БАЛТИЙСКАЯ УЛ., д.38","119\152","245\194","106\28"
"БАРРИКАДНАЯ УЛ., д.3","310\20","380\50","23\150"
"БАРРИКАДНАЯ УЛ., д.4","214\0","108,4\0","-49\-"
"БАРРИКАДНАЯ УЛ., д.34","67\34","94\43","40\26"
"БЕЛОУСОВА УЛ., д.3","77\38","65\36","-16\-5"
"БЕЛОУСОВА УЛ., д.5","31\46","58\47","87\2"
"БЕЛОУСОВА УЛ., д.6/42","289,38\197","539,63\324","86\64"
"БЕЛОУСОВА УЛ., д.10","231,75\0","67,702\0","-71\-"
"БЕЛОУСОВА УЛ., д.14/41","235\0","55,24\0","-76\-"
"БЕЛОУСОВА УЛ., д.16","240,7\68","182\86","-24\26"
"БЕЛОУСОВА УЛ., д.18","85\45","167\92","96\104"
"БЕЛОУСОВА УЛ., д.18, корп.1","119\114","190\172","60\51"
"БЕЛОУСОВА УЛ., д.20","57\56","85\67","49\20"
"БЕЛОУСОВА УЛ., д.22","1176\501","1762\608","50\21"
"БЕЛОУСОВА УЛ., д.24/32","5,46\4","17,29\1","217\-75"
"ВАСИ АЛЕКСЕЕВА УЛ., д.7","235,2\122","125,44\71","-47\-42"
"ВАСИ АЛЕКСЕЕВА УЛ., д.9","44,64\32","26,97\22","-40\-31"
"ВАСИ АЛЕКСЕЕВА УЛ., д.10","422,24\203","535,99\238","27\17"
"ВАСИ АЛЕКСЕЕВА УЛ., д.11","142\118","152\103","7\-13"
"ВАСИ АЛЕКСЕЕВА УЛ., д.17","164\180","209\178","27\-1"
"ВАСИ АЛЕКСЕЕВА УЛ., д.20/24","171,7\157","128,35\85","-25\-46"
"ВАСИ АЛЕКСЕЕВА УЛ., д.21","124,5\145","166,5\147","34\1"
"ВАСИ АЛЕКСЕЕВА УЛ., д.22","435,84\306","394,56\355","-9\16"
"ВАСИ АЛЕКСЕЕВА УЛ., д.24","363\234","291\209","-20\-11"
"ВАСИ АЛЕКСЕЕВА УЛ., д.25","175\187","202\176","15\-6"
"ВАСИ АЛЕКСЕЕВА УЛ., д.26","354,71\320","288,35\255","-19\-20"
"ВАСИ АЛЕКСЕЕВА УЛ., д.28","195\125","190\130","-3\4"
"ВАСИ АЛЕКСЕЕВА УЛ., д.30","411,35\299","368,6\257","-10\-14"
"ВОЗРОЖДЕНИЯ УЛ., д.7/25","2969,49\0","835,419\0","-72\-"
"ВОЗРОЖДЕНИЯ УЛ., д.9","31,98\37","46,8\40","46\8"
"ВОЗРОЖДЕНИЯ УЛ., д.15","190,08\171","174,24\140","-8\-18"
"ВОЗРОЖДЕНИЯ УЛ., д.19/38","560,79\391","539,4\360","-4\-8"
"ВОЗРОЖДЕНИЯ УЛ., д.23","271\167","200\130","-26\-22"
"ВОЗРОЖДЕНИЯ УЛ., д.25","268\183","237\176","-12\-4"
"ВОЗРОЖДЕНИЯ УЛ., д.27","252\146","230\134","-9\-8"
"ГЛАДКОВА УЛ., д.1","95,59\116","125,61\126","31\9"
"ГЛАДКОВА УЛ., д.1А","74\33","95\44","28\33"
"ГЛАДКОВА УЛ., д.7/10","24,96\51","25,92\53","4\4"
"ГЛАДКОВА УЛ., д.11","27\9","50\13","85\44"
"ГЛАДКОВА УЛ., д.13","5\8","28\20","460\150"
"ГЛАДКОВА УЛ., д.17","265\170","345\260","30\53"
"ГЛАДКОВА УЛ., д.19","21\9","85\71","305\689"
"ГЛАДКОВА УЛ., д.21","255\0","112,2\0","-56\-"
"ГЛАДКОВА УЛ., д.23","152\141","172\140","13\-1"
"ГЛАДКОВА УЛ., д.24/7","77\46","109\61","42\33"
"ГЛАДКОВА УЛ., д.25","254\216","399\297","57\38"
"ГЛАДКОВА УЛ., д.26","177\104","217\116","23\12"
"ГЛАДКОВА УЛ., д.29","63\89","105\110","67\24"
"ГЛАДКОВА УЛ., д.31/7","55\0","106\0","93\-"
"ГЛАДКОВА УЛ., д.33","97\57","162\87","67\53"
"ГЛАДКОВА УЛ., д.35","231\0","66,7\0","-71\-"
"ГЛАДКОВА УЛ., д.39","36\20","54\28","50\40"
"ГЛАДКОВА УЛ., д.41","1\1","1\1","0\0"
"ГЛАДКОВА УЛ., д.43","17,82\14","18,48\14","4\0"
"ГУБИНА УЛ., д.1/32","190,19\82","262,08\102","38\24"
"ГУБИНА УЛ., д.4","84,63\49","104,16\81","23\65"
"ГУБИНА УЛ., д.5","429,44\0","429,44\0","0\-"
"ГУБИНА УЛ., д.6","104\54","107\59","3\9"
"ГУБИНА УЛ., д.8","230\77","294\77","28\0"
"ГУБИНА УЛ., д.9, корп.1","20\21","27,2\16","36\-24"
"ГУБИНА УЛ., д.9, корп.2","27\14","34\17","26\21"
"ГУБИНА УЛ., д.12","153\77","168\86","10\12"
"ГУБИНА УЛ., д.13, корп.1","117,6\76","130,2\81","11\7"
"ГУБИНА УЛ., д.13, корп.2","53\46","55\35","4\-24"
"ГУБИНА УЛ., д.14","43\25","51\38","19\52"
"ГУБИНА УЛ., д.15","83\41","132\65","59\59"
"ГУБИНА УЛ., д.18","26\13","34\18","31\38"
